NC_000913	141145	100.00	150	0	0	534	683	1	150	6e-73	 278
NC_000963	112194	99.33	150	1	0	500	649	1	150	3e-71	 272
NC_000964	4441266	100.00	150	0	0	543	692	1	150	6e-73	 278
NC_001263	New.5.CleanUp.ReferenceOTU446412	96.67	150	5	0	502	651	1	150	1e-64	 250
NC_002488	New.52.CleanUp.ReferenceOTU57486	95.24	147	7	0	536	682	1	147	1e-59	 233
NC_002516	827497	98.00	150	3	0	528	677	1	150	6e-68	 261
NC_002570	4314198	96.69	151	5	0	541	691	1	151	4e-65	 252
NC_002678	513360	98.00	150	3	0	474	623	1	150	6e-68	 261
NC_002927	4483058	100.00	150	0	0	535	684	1	150	6e-73	 278
NC_002936	29714	100.00	100	0	0	495	594	1	100	4e-45	 185
NC_002937	1720567	100.00	133	0	0	531	663	1	133	2e-63	 246
NC_002939	2654188	97.97	148	3	0	544	691	1	148	8e-67	 257
NC_002944	264791	98.67	150	2	0	523	672	1	150	1e-69	 267
NC_002971	New.13.CleanUp.ReferenceOTU30545	97.30	148	4	0	532	679	3	150	3e-65	 252
NC_002973	675580	96.03	151	6	0	545	695	1	151	2e-63	 246
NC_003030	562096	96.03	151	6	0	500	650	1	151	2e-63	 246
NC_003062	4045633	98.67	150	2	0	471	620	1	150	1e-69	 267
NC_003155	77193	98.64	147	2	0	508	654	1	147	6e-68	 261
NC_003197	676211	99.33	150	1	0	524	673	1	150	3e-71	 272
NC_003212	675580	96.03	151	6	0	545	695	1	151	2e-63	 246
NC_003272	New.59.CleanUp.ReferenceOTU1749933	94.70	151	8	0	479	629	1	151	3e-60	 235
NC_003295	651436	99.33	150	1	0	537	686	1	150	3e-71	 272
NC_003361	New.59.CleanUp.ReferenceOTU1384909	89.33	150	14	2	542	690	1	149	1e-45	 187
NC_003366	4448928	99.34	152	1	0	512	663	1	152	2e-72	 276
NC_003902	New.59.CleanUp.ReferenceOTU970195	96.69	151	5	0	536	686	1	151	4e-65	 252
NC_003909	1532107	100.00	150	0	0	545	694	1	150	6e-73	 278
NC_003997	1532107	100.00	150	0	0	516	665	1	150	6e-73	 278
NC_004129	2534143	100.00	150	0	0	530	679	1	150	6e-73	 278
NC_004193	3969829	94.74	152	8	0	556	707	1	152	1e-60	 237
NC_004342	New.59.CleanUp.ReferenceOTU396625	93.33	150	10	0	504	653	1	150	3e-56	 222
NC_004347	829702	98.00	150	3	0	525	674	1	150	6e-68	 261
NC_004369	650171	99.33	150	1	0	510	659	1	150	3e-71	 272
NC_004463	245495	98.68	151	2	0	480	630	1	151	3e-70	 268
NC_004547	555725	97.33	150	4	0	538	687	1	150	3e-66	 255
NC_004551	New.59.CleanUp.ReferenceOTU1113095	93.42	152	8	2	514	664	1	151	8e-57	 224
NC_004556	New.52.CleanUp.ReferenceOTU57486	95.24	147	7	0	536	682	1	147	1e-59	 233
NC_004557	New.13.CleanUp.ReferenceOTU638026	94.67	150	8	0	511	660	1	150	1e-59	 233
NC_004572	New.59.CleanUp.ReferenceOTU1113095	93.42	152	8	2	514	664	1	151	8e-57	 224
NC_004631	676211	99.33	150	1	0	536	685	1	150	3e-71	 272
NC_004663	3745352	98.60	143	2	0	438	580	1	143	9e-66	 254
NC_004722	1532107	100.00	150	0	0	545	694	1	150	6e-73	 278
NC_004757	New.19.CleanUp.ReferenceOTU21714	98.01	151	3	0	534	684	1	151	2e-68	 263
